,text,image_paths
33896,parked car,./data/final_images/33896.jpg
33897,street has no sidewalks,./data/final_images/33897.jpg
33898,cracks,./data/final_images/33898.jpg
33899,street has no sidewalks,./data/final_images/33899.jpg
33900,street has no sidewalks,./data/final_images/33900.jpg
33901,street has no sidewalks,./data/final_images/33901.jpg
33902,street has no sidewalks,./data/final_images/33902.jpg
33903,points into traffic,./data/final_images/33903.jpg
33904,points into traffic,./data/final_images/33904.jpg
33905,points into traffic,./data/final_images/33905.jpg
33906,no alternate route,./data/final_images/33906.jpg
33907,no alternate route,./data/final_images/33907.jpg
33908,no alternate route,./data/final_images/33908.jpg
33909,no alternate route,./data/final_images/33909.jpg
33910,points into traffic,./data/final_images/33910.jpg
33911,points into traffic,./data/final_images/33911.jpg
33912,points into traffic,./data/final_images/33912.jpg
33913,missing tactile warning,./data/final_images/33913.jpg
33914,missing tactile warning,./data/final_images/33914.jpg
33915,missing tactile warning,./data/final_images/33915.jpg
33916,points into traffic,./data/final_images/33916.jpg
33917,missing tactile warning,./data/final_images/33917.jpg
33918,street has no sidewalks,./data/final_images/33918.jpg
33919,no alternate route,./data/final_images/33919.jpg
33920,no alternate route,./data/final_images/33920.jpg
33921,street has no sidewalks,./data/final_images/33921.jpg
33922,street has no sidewalks,./data/final_images/33922.jpg
33923,street has no sidewalks,./data/final_images/33923.jpg
33924,street has no sidewalks,./data/final_images/33924.jpg
33925,street has no sidewalks,./data/final_images/33925.jpg
33926,bumpy cracks grass uneven slanted,./data/final_images/33926.jpg
33927,street has no sidewalks,./data/final_images/33927.jpg
33928,street has no sidewalks,./data/final_images/33928.jpg
33929,street has no sidewalks,./data/final_images/33929.jpg
33930,street has no sidewalks,./data/final_images/33930.jpg
33931,street has no sidewalks,./data/final_images/33931.jpg
33932,street has no sidewalks,./data/final_images/33932.jpg
33933,street has no sidewalks,./data/final_images/33933.jpg
33934,narrow,./data/final_images/33934.jpg
33935,street has no sidewalks,./data/final_images/33935.jpg
33936,grass,./data/final_images/33936.jpg
33937,small step,./data/final_images/33937.jpg
33938,street has a sidewalk,./data/final_images/33938.jpg
33939,trash recycling can,./data/final_images/33939.jpg
33940,bumpy cracks,./data/final_images/33940.jpg
33941,bumpy cracks uneven slanted,./data/final_images/33941.jpg
33942,bumpy cracks grass uneven slanted,./data/final_images/33942.jpg
33943,bumpy cracks,./data/final_images/33943.jpg
33944,no alternate route,./data/final_images/33944.jpg
33945,no alternate route,./data/final_images/33945.jpg
33946,ends abruptly,./data/final_images/33946.jpg
33947,no alternate route,./data/final_images/33947.jpg
33948,no alternate route,./data/final_images/33948.jpg
33949,no alternate route,./data/final_images/33949.jpg
33950,no alternate route,./data/final_images/33950.jpg
33951,grass narrow sidewalk,./data/final_images/33951.jpg
33952,trash recycling can,./data/final_images/33952.jpg
33953,no bus stop access,./data/final_images/33953.jpg
33954,no alternate route,./data/final_images/33954.jpg
33955,no alternate route,./data/final_images/33955.jpg
33956,cracks,./data/final_images/33956.jpg
33957,cracks and grass,./data/final_images/33957.jpg
33958,no alternate route,./data/final_images/33958.jpg
33959,cracks uneven slanted,./data/final_images/33959.jpg
33960,no alternate route,./data/final_images/33960.jpg
33961,bumpy cracks uneven slanted,./data/final_images/33961.jpg
33962,grass,./data/final_images/33962.jpg
33963,bumpy cracks grass uneven slanted,./data/final_images/33963.jpg
33964,vegetation,./data/final_images/33964.jpg
33965,vegetation,./data/final_images/33965.jpg
33966,bumpy grass uneven slanted,./data/final_images/33966.jpg
33967,no alternate route,./data/final_images/33967.jpg
33968,no alternate route,./data/final_images/33968.jpg
33969,no alternate route,./data/final_images/33969.jpg
33970,missing tactile warning,./data/final_images/33970.jpg
33971,no alternate route,./data/final_images/33971.jpg
33972,no alternate route,./data/final_images/33972.jpg
33973,no alternate route,./data/final_images/33973.jpg
33974,no alternate route,./data/final_images/33974.jpg
33975,no alternate route,./data/final_images/33975.jpg
33976,no alternate route,./data/final_images/33976.jpg
33977,street has no sidewalks,./data/final_images/33977.jpg
33978,no alternate route,./data/final_images/33978.jpg
33979,no alternate route,./data/final_images/33979.jpg
33980,no alternate route,./data/final_images/33980.jpg
33981,no alternate route,./data/final_images/33981.jpg
33982,no alternate route,./data/final_images/33982.jpg
33983,no alternate route,./data/final_images/33983.jpg
33984,no alternate route,./data/final_images/33984.jpg
33985,street has no sidewalks,./data/final_images/33985.jpg
33986,no alternate route,./data/final_images/33986.jpg
33987,alternate route present,./data/final_images/33987.jpg
33988,no alternate route,./data/final_images/33988.jpg
33989,no alternate route,./data/final_images/33989.jpg
33990,no alternate route,./data/final_images/33990.jpg
33991,no alternate route,./data/final_images/33991.jpg
33992,no alternate route,./data/final_images/33992.jpg
33993,no alternate route,./data/final_images/33993.jpg
33994,steep,./data/final_images/33994.jpg
33995,no alternate route,./data/final_images/33995.jpg
33996,no alternate route,./data/final_images/33996.jpg
33997,the grass build up is not a curb ramp no alternate route,./data/final_images/33997.jpg
33998,loose gravel is not a curb ramp,./data/final_images/33998.jpg
33999,street has no sidewalks,./data/final_images/33999.jpg
34000,just constructed thank you,./data/final_images/34000.jpg
34001,street has no sidewalks,./data/final_images/34001.jpg
34002,no alternate route,./data/final_images/34002.jpg
34003,unclear if needed,./data/final_images/34003.jpg
34004,cracks,./data/final_images/34004.jpg
34005,street has a sidewalk,./data/final_images/34005.jpg
34006,bumpy cracks grass uneven slanted,./data/final_images/34006.jpg
34007,street has a sidewalk,./data/final_images/34007.jpg
34008,street has no sidewalks,./data/final_images/34008.jpg
34009,street has no sidewalks,./data/final_images/34009.jpg
34010,street has no sidewalks,./data/final_images/34010.jpg
34011,street has no sidewalks,./data/final_images/34011.jpg
34012,street has no sidewalks,./data/final_images/34012.jpg
34013,street has no sidewalks,./data/final_images/34013.jpg
34014,street has no sidewalks,./data/final_images/34014.jpg
34015,street has no sidewalks,./data/final_images/34015.jpg
34016,street has a sidewalk,./data/final_images/34016.jpg
34017,narrow sidewalk,./data/final_images/34017.jpg
34018,trash recycling can,./data/final_images/34018.jpg
34019,street has no sidewalks,./data/final_images/34019.jpg
34020,street has no sidewalks,./data/final_images/34020.jpg
34021,trash recycling can,./data/final_images/34021.jpg
34022,street has no sidewalks,./data/final_images/34022.jpg
34023,street has no sidewalks,./data/final_images/34023.jpg
34024,street has no sidewalks,./data/final_images/34024.jpg
34025,street has no sidewalks,./data/final_images/34025.jpg
34026,parked car,./data/final_images/34026.jpg
34027,street has no sidewalks,./data/final_images/34027.jpg
34028,bumpy cracks uneven slanted,./data/final_images/34028.jpg
34029,bumpy cracks uneven slanted,./data/final_images/34029.jpg
34030,street has no sidewalks,./data/final_images/34030.jpg
34031,not enough landing space,./data/final_images/34031.jpg
34032,not enough landing space,./data/final_images/34032.jpg
34033,pole,./data/final_images/34033.jpg
34034,street has no sidewalks,./data/final_images/34034.jpg
34035,street has no sidewalks,./data/final_images/34035.jpg
34036,bumpy cracks uneven slanted,./data/final_images/34036.jpg
34037,ends abruptly,./data/final_images/34037.jpg
34038,points into traffic,./data/final_images/34038.jpg
34039,train tracks,./data/final_images/34039.jpg
34040,street has no sidewalks,./data/final_images/34040.jpg
34041,street has no sidewalks,./data/final_images/34041.jpg
34042,no alternate route,./data/final_images/34042.jpg
34043,cracks narrow sidewalk,./data/final_images/34043.jpg
34044,not enough landing space,./data/final_images/34044.jpg
34045,points into traffic,./data/final_images/34045.jpg
34046,points into traffic,./data/final_images/34046.jpg
34047,points into traffic,./data/final_images/34047.jpg
34048,missing tactile warning,./data/final_images/34048.jpg
34049,bumpy uneven slanted,./data/final_images/34049.jpg
34050,unclear if needed,./data/final_images/34050.jpg
34051,street has a sidewalk,./data/final_images/34051.jpg
34052,missing tactile warning points into traffic,./data/final_images/34052.jpg
34053,parked car,./data/final_images/34053.jpg
34054,no alternate route,./data/final_images/34054.jpg
34055,no alternate route,./data/final_images/34055.jpg
34056,no alternate route,./data/final_images/34056.jpg
34057,no alternate route,./data/final_images/34057.jpg
34058,no alternate route,./data/final_images/34058.jpg
34059,no alternate route,./data/final_images/34059.jpg
34060,narrow sidewalk,./data/final_images/34060.jpg
34061,points into traffic,./data/final_images/34061.jpg
34062,points into traffic,./data/final_images/34062.jpg
34063,points into traffic,./data/final_images/34063.jpg
34064,unclear if needed,./data/final_images/34064.jpg
34065,unclear if needed,./data/final_images/34065.jpg
34066,street has a sidewalk,./data/final_images/34066.jpg
34067,no alternate route,./data/final_images/34067.jpg
34068,missing tactile warning points into traffic,./data/final_images/34068.jpg
34069,missing tactile warning narrow points into traffic,./data/final_images/34069.jpg
34070,bumpy,./data/final_images/34070.jpg
34071,fire hydrant,./data/final_images/34071.jpg
34072,narrow sidewalk,./data/final_images/34072.jpg
34073,fire hydrant,./data/final_images/34073.jpg
34074,points into traffic,./data/final_images/34074.jpg
34075,points into traffic,./data/final_images/34075.jpg
34076,points into traffic,./data/final_images/34076.jpg
34077,sign,./data/final_images/34077.jpg
34078,points into traffic,./data/final_images/34078.jpg
34079,sign,./data/final_images/34079.jpg
34080,points into traffic,./data/final_images/34080.jpg
34081,no alternate route,./data/final_images/34081.jpg
34082,no alternate route,./data/final_images/34082.jpg
34083,points into traffic,./data/final_images/34083.jpg
34084,points into traffic,./data/final_images/34084.jpg
34085,no alternate route,./data/final_images/34085.jpg
34086,no alternate route,./data/final_images/34086.jpg
34087,no alternate route,./data/final_images/34087.jpg
34088,not enough landing space points into traffic,./data/final_images/34088.jpg
34089,alternate route present,./data/final_images/34089.jpg
34090,narrow,./data/final_images/34090.jpg
34091,alternate route present,./data/final_images/34091.jpg
34092,no alternate route,./data/final_images/34092.jpg
34093,no alternate route,./data/final_images/34093.jpg
34094,uneven slanted,./data/final_images/34094.jpg
34095,no alternate route,./data/final_images/34095.jpg
34096,no alternate route,./data/final_images/34096.jpg
34097,no alternate route,./data/final_images/34097.jpg
34098,no alternate route,./data/final_images/34098.jpg
34099,missing tactile warning,./data/final_images/34099.jpg
34100,points into traffic,./data/final_images/34100.jpg
34101,no alternate route,./data/final_images/34101.jpg
34102,no alternate route,./data/final_images/34102.jpg
34103,alternate route present,./data/final_images/34103.jpg
34104,alternate route present,./data/final_images/34104.jpg
34105,street has a sidewalk,./data/final_images/34105.jpg
34106,pole,./data/final_images/34106.jpg
34107,points into traffic,./data/final_images/34107.jpg
34108,alternate route present,./data/final_images/34108.jpg
34109,missing tactile warning,./data/final_images/34109.jpg
34110,missing tactile warning,./data/final_images/34110.jpg
34111,narrow,./data/final_images/34111.jpg
34112,narrow,./data/final_images/34112.jpg
34113,points into traffic,./data/final_images/34113.jpg
34114,points into traffic,./data/final_images/34114.jpg
34115,points into traffic,./data/final_images/34115.jpg
34116,points into traffic,./data/final_images/34116.jpg
34117,alternate route present,./data/final_images/34117.jpg
34118,points into traffic,./data/final_images/34118.jpg
34119,alternate route present,./data/final_images/34119.jpg
34120,no alternate route,./data/final_images/34120.jpg
34121,pole,./data/final_images/34121.jpg
34122,pole,./data/final_images/34122.jpg
34123,pole,./data/final_images/34123.jpg
34124,tree,./data/final_images/34124.jpg
34125,tree,./data/final_images/34125.jpg
34126,tree,./data/final_images/34126.jpg
34127,tree,./data/final_images/34127.jpg
34128,fire hydrant,./data/final_images/34128.jpg
34129,tree,./data/final_images/34129.jpg
34130,tree,./data/final_images/34130.jpg
34131,tree,./data/final_images/34131.jpg
34132,tree,./data/final_images/34132.jpg
34133,pole,./data/final_images/34133.jpg
34134,pole,./data/final_images/34134.jpg
34135,tree,./data/final_images/34135.jpg
34136,grass,./data/final_images/34136.jpg
34137,pole,./data/final_images/34137.jpg
34138,tree,./data/final_images/34138.jpg
34139,pole,./data/final_images/34139.jpg
34140,trash recycling can,./data/final_images/34140.jpg
34141,trash recycling can,./data/final_images/34141.jpg
34142,parked car,./data/final_images/34142.jpg
34143,parked car,./data/final_images/34143.jpg
34144,construction,./data/final_images/34144.jpg
34145,bumpy cracks uneven slanted,./data/final_images/34145.jpg
34146,ends abruptly street has a sidewalk,./data/final_images/34146.jpg
34147,no alternate route,./data/final_images/34147.jpg
34148,alternate route present,./data/final_images/34148.jpg
34149,alternate route present,./data/final_images/34149.jpg
34150,no alternate route,./data/final_images/34150.jpg
34151,street has a sidewalk,./data/final_images/34151.jpg
34152,no alternate route,./data/final_images/34152.jpg
34153,no alternate route,./data/final_images/34153.jpg
34154,a driveway,./data/final_images/34154.jpg
34155,street has no sidewalks,./data/final_images/34155.jpg
34156,street has no sidewalks,./data/final_images/34156.jpg
34157,no alternate route,./data/final_images/34157.jpg
34158,no alternate route,./data/final_images/34158.jpg
34159,no alternate route,./data/final_images/34159.jpg
34160,no alternate route,./data/final_images/34160.jpg
34161,street has no sidewalks,./data/final_images/34161.jpg
34162,street has no sidewalks,./data/final_images/34162.jpg
34163,unclear if needed,./data/final_images/34163.jpg
34164,bumpy uneven slanted,./data/final_images/34164.jpg
34165,bumpy cracks uneven slanted,./data/final_images/34165.jpg
34166,bumpy uneven slanted,./data/final_images/34166.jpg
34167,street has a sidewalk,./data/final_images/34167.jpg
34168,no alternate route,./data/final_images/34168.jpg
34169,fence,./data/final_images/34169.jpg
34170,street has a sidewalk,./data/final_images/34170.jpg
34171,no alternate route,./data/final_images/34171.jpg
34172,no alternate route,./data/final_images/34172.jpg
34173,street has no sidewalks,./data/final_images/34173.jpg
34174,parked car,./data/final_images/34174.jpg
34175,steep,./data/final_images/34175.jpg
34176,steep,./data/final_images/34176.jpg
34177,curbing no alternate route,./data/final_images/34177.jpg
34178,alternate route present,./data/final_images/34178.jpg
34179,alternate route present,./data/final_images/34179.jpg
34180,alternate route present,./data/final_images/34180.jpg
34181,alternate route present,./data/final_images/34181.jpg
34182,points into traffic,./data/final_images/34182.jpg
34183,alternate route present,./data/final_images/34183.jpg
34184,narrow sidewalk,./data/final_images/34184.jpg
34185,uneven slanted,./data/final_images/34185.jpg
34186,missing tactile warning,./data/final_images/34186.jpg
34187,steep,./data/final_images/34187.jpg
34188,points into traffic,./data/final_images/34188.jpg
34189,points into traffic,./data/final_images/34189.jpg
34190,street has no sidewalks,./data/final_images/34190.jpg
34191,street has no sidewalks,./data/final_images/34191.jpg
34192,street has no sidewalks,./data/final_images/34192.jpg
34193,narrow sidewalk uneven slanted,./data/final_images/34193.jpg
34194,fire hydrant,./data/final_images/34194.jpg
34195,not enough landing space points into traffic steep,./data/final_images/34195.jpg
34196,narrow,./data/final_images/34196.jpg
34197,narrow,./data/final_images/34197.jpg
34198,sign,./data/final_images/34198.jpg
34199,fire hydrant,./data/final_images/34199.jpg
34200,ends abruptly,./data/final_images/34200.jpg
34201,points into traffic,./data/final_images/34201.jpg
34202,no alternate route,./data/final_images/34202.jpg
34203,no alternate route,./data/final_images/34203.jpg
34204,not enough landing space points into traffic steep,./data/final_images/34204.jpg
34205,points into traffic,./data/final_images/34205.jpg
34206,uneven slanted,./data/final_images/34206.jpg
34207,uneven slanted,./data/final_images/34207.jpg
34208,bumpy uneven slanted,./data/final_images/34208.jpg
34209,uneven slanted,./data/final_images/34209.jpg
34210,uneven slanted,./data/final_images/34210.jpg
34211,narrow,./data/final_images/34211.jpg
34212,missing tactile warning,./data/final_images/34212.jpg
34213,missing tactile warning narrow points into traffic,./data/final_images/34213.jpg
34214,missing tactile warning,./data/final_images/34214.jpg
34215,cracks uneven slanted,./data/final_images/34215.jpg
34216,construction,./data/final_images/34216.jpg
34217,construction,./data/final_images/34217.jpg
34218,missing tactile warning narrow,./data/final_images/34218.jpg
34219,cracks,./data/final_images/34219.jpg
34220,cracks,./data/final_images/34220.jpg
34221,construction,./data/final_images/34221.jpg
34222,uneven slanted,./data/final_images/34222.jpg
34223,pole,./data/final_images/34223.jpg
34224,points into traffic,./data/final_images/34224.jpg
34225,narrow,./data/final_images/34225.jpg
34226,trash recycling can,./data/final_images/34226.jpg
34227,bumpy,./data/final_images/34227.jpg
34228,cracks,./data/final_images/34228.jpg
34229,no alternate route,./data/final_images/34229.jpg
34230,no alternate route,./data/final_images/34230.jpg
34231,no alternate route,./data/final_images/34231.jpg
34232,no alternate route,./data/final_images/34232.jpg
34233,no alternate route,./data/final_images/34233.jpg
34234,alternate route present,./data/final_images/34234.jpg
34235,missing tactile warning,./data/final_images/34235.jpg
34236,pole,./data/final_images/34236.jpg
34237,cracks narrow sidewalk uneven slanted,./data/final_images/34237.jpg
34238,narrow points into traffic,./data/final_images/34238.jpg
34239,trash recycling can,./data/final_images/34239.jpg
34240,parked car trash recycling can,./data/final_images/34240.jpg
34241,sign,./data/final_images/34241.jpg
34242,bumpy cracks uneven slanted,./data/final_images/34242.jpg
34243,points into traffic,./data/final_images/34243.jpg
34244,ends abruptly,./data/final_images/34244.jpg
34245,points into traffic,./data/final_images/34245.jpg
34246,missing tactile warning points into traffic,./data/final_images/34246.jpg
34247,no alternate route,./data/final_images/34247.jpg
34248,cracks uneven slanted,./data/final_images/34248.jpg
34249,alternate route present,./data/final_images/34249.jpg
34250,points into traffic,./data/final_images/34250.jpg
34251,grass,./data/final_images/34251.jpg
34252,points into traffic,./data/final_images/34252.jpg
34253,points into traffic,./data/final_images/34253.jpg
34254,points into traffic,./data/final_images/34254.jpg
34255,not enough landing space points into traffic,./data/final_images/34255.jpg
34256,fire hydrant,./data/final_images/34256.jpg
34257,points into traffic,./data/final_images/34257.jpg
34258,points into traffic,./data/final_images/34258.jpg
34259,parked bike,./data/final_images/34259.jpg
34260,missing tactile warning not enough landing space points into traffic,./data/final_images/34260.jpg
34261,points into traffic,./data/final_images/34261.jpg
34262,not enough landing space,./data/final_images/34262.jpg
34263,not enough landing space,./data/final_images/34263.jpg
34264,narrow,./data/final_images/34264.jpg
34265,narrow,./data/final_images/34265.jpg
34266,narrow,./data/final_images/34266.jpg
34267,bumpy,./data/final_images/34267.jpg
34268,bumpy,./data/final_images/34268.jpg
34269,bumpy,./data/final_images/34269.jpg
34270,construction,./data/final_images/34270.jpg
34271,pole,./data/final_images/34271.jpg
34272,points into traffic,./data/final_images/34272.jpg
34273,points into traffic,./data/final_images/34273.jpg
34274,points into traffic,./data/final_images/34274.jpg
34275,no alternate route,./data/final_images/34275.jpg
34276,no alternate route,./data/final_images/34276.jpg
34277,steep,./data/final_images/34277.jpg
34278,missing tactile warning,./data/final_images/34278.jpg
34279,points into traffic,./data/final_images/34279.jpg
34280,no alternate route,./data/final_images/34280.jpg
34281,no alternate route,./data/final_images/34281.jpg
34282,no alternate route,./data/final_images/34282.jpg
34283,narrow,./data/final_images/34283.jpg
34284,no alternate route,./data/final_images/34284.jpg
34285,points into traffic,./data/final_images/34285.jpg
34286,sign,./data/final_images/34286.jpg
34287,sign,./data/final_images/34287.jpg
34288,sign,./data/final_images/34288.jpg
34289,narrow steep,./data/final_images/34289.jpg
34290,friction strips but nit ramps,./data/final_images/34290.jpg
34291,street has no sidewalks,./data/final_images/34291.jpg
34292,not enough landing space,./data/final_images/34292.jpg
34293,street has no sidewalks,./data/final_images/34293.jpg
34294,parked bike,./data/final_images/34294.jpg
34295,tree,./data/final_images/34295.jpg
34296,parked car,./data/final_images/34296.jpg
34297,sign,./data/final_images/34297.jpg
34298,parked car,./data/final_images/34298.jpg
34299,sign,./data/final_images/34299.jpg
34300,no alternate route,./data/final_images/34300.jpg
34301,parked car,./data/final_images/34301.jpg
34302,parked car,./data/final_images/34302.jpg
34303,no ramps observed,./data/final_images/34303.jpg
34304,narrow not enough landing space,./data/final_images/34304.jpg
34305,trash recycling can,./data/final_images/34305.jpg
34306,quite good just need clean up steep,./data/final_images/34306.jpg
34307,parked car,./data/final_images/34307.jpg
34308,parked car,./data/final_images/34308.jpg
34309,points into traffic,./data/final_images/34309.jpg
34310,pole,./data/final_images/34310.jpg
34311,narrow sidewalk,./data/final_images/34311.jpg
34312,points into traffic,./data/final_images/34312.jpg
34313,points into traffic,./data/final_images/34313.jpg
34314,narrow,./data/final_images/34314.jpg
34315,missing tactile warning narrow,./data/final_images/34315.jpg
34316,missing tactile warning,./data/final_images/34316.jpg
34317,missing tactile warning,./data/final_images/34317.jpg
34318,no alternate route,./data/final_images/34318.jpg
34319,missing tactile warning not enough landing space points into traffic,./data/final_images/34319.jpg
34320,sign,./data/final_images/34320.jpg
34321,missing tactile warning,./data/final_images/34321.jpg
34322,missing tactile warning,./data/final_images/34322.jpg
34323,missing tactile warning,./data/final_images/34323.jpg
34324,narrow,./data/final_images/34324.jpg
34325,pole,./data/final_images/34325.jpg
34326,points into traffic,./data/final_images/34326.jpg
34327,missing tactile warning points into traffic,./data/final_images/34327.jpg
34328,missing tactile warning,./data/final_images/34328.jpg
34329,alternate route present,./data/final_images/34329.jpg
34330,pole vegetation,./data/final_images/34330.jpg
34331,parked bike,./data/final_images/34331.jpg
34332,pole vegetation,./data/final_images/34332.jpg
34333,tree,./data/final_images/34333.jpg
34334,pole,./data/final_images/34334.jpg
34335,pole tree vegetation,./data/final_images/34335.jpg
34336,pole sign,./data/final_images/34336.jpg
34337,pole sign trash recycling can,./data/final_images/34337.jpg
34338,tree,./data/final_images/34338.jpg
34339,no alternate route,./data/final_images/34339.jpg
34340,points into traffic,./data/final_images/34340.jpg
34341,points into traffic,./data/final_images/34341.jpg
34342,ends abruptly,./data/final_images/34342.jpg
34343,points into traffic,./data/final_images/34343.jpg
34344,points into traffic,./data/final_images/34344.jpg
34345,cracks uneven slanted,./data/final_images/34345.jpg
34346,narrow,./data/final_images/34346.jpg
34347,no alternate route,./data/final_images/34347.jpg
34348,narrow,./data/final_images/34348.jpg
34349,trash recycling can,./data/final_images/34349.jpg
34350,narrow,./data/final_images/34350.jpg
34351,narrow points into traffic,./data/final_images/34351.jpg
34352,narrow points into traffic,./data/final_images/34352.jpg
34353,narrow,./data/final_images/34353.jpg
34354,narrow,./data/final_images/34354.jpg
34355,points into traffic,./data/final_images/34355.jpg
34356,narrow,./data/final_images/34356.jpg
34357,no alternate route,./data/final_images/34357.jpg
34358,narrow,./data/final_images/34358.jpg
34359,no alternate route,./data/final_images/34359.jpg
34360,no alternate route,./data/final_images/34360.jpg
34361,no alternate route,./data/final_images/34361.jpg
34362,narrow,./data/final_images/34362.jpg
34363,points into traffic,./data/final_images/34363.jpg
34364,narrow,./data/final_images/34364.jpg
34365,sign,./data/final_images/34365.jpg
34366,missing tactile warning,./data/final_images/34366.jpg
34367,pole,./data/final_images/34367.jpg
34368,fire hydrant,./data/final_images/34368.jpg
34369,bumpy,./data/final_images/34369.jpg
34370,points into traffic,./data/final_images/34370.jpg
34371,only points one way,./data/final_images/34371.jpg
34372,construction,./data/final_images/34372.jpg
34373,points into traffic,./data/final_images/34373.jpg
34374,points into traffic,./data/final_images/34374.jpg
34375,narrow,./data/final_images/34375.jpg
34376,points into traffic,./data/final_images/34376.jpg
34377,alternate route present,./data/final_images/34377.jpg
34378,unclear if needed,./data/final_images/34378.jpg
34379,alternate route present,./data/final_images/34379.jpg
34380,missing tactile warning,./data/final_images/34380.jpg
34381,missing tactile warning,./data/final_images/34381.jpg
34382,points into traffic,./data/final_images/34382.jpg
34383,fire hydrant,./data/final_images/34383.jpg
34384,missing tactile warning,./data/final_images/34384.jpg
34385,narrow,./data/final_images/34385.jpg
34386,points into traffic,./data/final_images/34386.jpg
34387,no alternate route,./data/final_images/34387.jpg
34388,vegetation,./data/final_images/34388.jpg
34389,no alternate route,./data/final_images/34389.jpg
34390,no alternate route,./data/final_images/34390.jpg
34391,points into traffic,./data/final_images/34391.jpg
34392,points into traffic,./data/final_images/34392.jpg
34393,points into traffic,./data/final_images/34393.jpg
34394,alternate route present,./data/final_images/34394.jpg
34395,alternate route present,./data/final_images/34395.jpg
34396,tree vegetation,./data/final_images/34396.jpg
34397,tree vegetation,./data/final_images/34397.jpg
34398,cracks narrow sidewalk,./data/final_images/34398.jpg
34399,bumpy,./data/final_images/34399.jpg
34400,no alternate route,./data/final_images/34400.jpg
34401,no alternate route,./data/final_images/34401.jpg
34402,grass,./data/final_images/34402.jpg
34403,uneven slanted,./data/final_images/34403.jpg
34404,cracks,./data/final_images/34404.jpg
34405,uneven slanted,./data/final_images/34405.jpg
34406,no alternate route,./data/final_images/34406.jpg
34407,points into traffic,./data/final_images/34407.jpg
34408,narrow not enough landing space,./data/final_images/34408.jpg
34409,narrow,./data/final_images/34409.jpg
34410,missing tactile warning points into traffic,./data/final_images/34410.jpg
34411,alternate route present,./data/final_images/34411.jpg
34412,trash recycling can,./data/final_images/34412.jpg
34413,trash recycling can,./data/final_images/34413.jpg
34414,trash recycling can,./data/final_images/34414.jpg
34415,trash recycling can,./data/final_images/34415.jpg
34416,trash recycling can vegetation,./data/final_images/34416.jpg
34417,trash recycling can,./data/final_images/34417.jpg
34418,bumpy grass uneven slanted,./data/final_images/34418.jpg
34419,trash recycling can,./data/final_images/34419.jpg
34420,trash recycling can,./data/final_images/34420.jpg
34421,trash recycling can,./data/final_images/34421.jpg
34422,trash recycling can,./data/final_images/34422.jpg
34423,trash recycling can,./data/final_images/34423.jpg
34424,street has no sidewalks,./data/final_images/34424.jpg
34425,parked car,./data/final_images/34425.jpg
34426,parked car,./data/final_images/34426.jpg
34427,points into traffic,./data/final_images/34427.jpg
34428,alternate route present,./data/final_images/34428.jpg
34429,alternate route present,./data/final_images/34429.jpg
34430,points into traffic,./data/final_images/34430.jpg
34431,alternate route present,./data/final_images/34431.jpg
34432,missing tactile warning,./data/final_images/34432.jpg
34433,points into traffic,./data/final_images/34433.jpg
34434,points into traffic,./data/final_images/34434.jpg
34435,ends abruptly street has a sidewalk,./data/final_images/34435.jpg
34436,street has a sidewalk,./data/final_images/34436.jpg
34437,missing tactile warning,./data/final_images/34437.jpg
34438,sign,./data/final_images/34438.jpg
34439,grass uneven slanted,./data/final_images/34439.jpg
34440,missing tactile warning not enough landing space,./data/final_images/34440.jpg
34441,cracks narrow sidewalk uneven slanted,./data/final_images/34441.jpg
34442,no alternate route,./data/final_images/34442.jpg
34443,no alternate route,./data/final_images/34443.jpg
34444,no alternate route,./data/final_images/34444.jpg
34445,no alternate route,./data/final_images/34445.jpg
34446,no alternate route,./data/final_images/34446.jpg
34447,not enough landing space,./data/final_images/34447.jpg
34448,not enough landing space,./data/final_images/34448.jpg
34449,missing tactile warning,./data/final_images/34449.jpg
34450,points into traffic,./data/final_images/34450.jpg
34451,alternate route present,./data/final_images/34451.jpg
34452,alternate route present,./data/final_images/34452.jpg
34453,alternate route present,./data/final_images/34453.jpg
34454,missing tactile warning,./data/final_images/34454.jpg
34455,alternate route present,./data/final_images/34455.jpg
34456,missing tactile warning,./data/final_images/34456.jpg
34457,grass narrow sidewalk,./data/final_images/34457.jpg
34458,sign,./data/final_images/34458.jpg
34459,missing tactile warning,./data/final_images/34459.jpg
34460,parked car,./data/final_images/34460.jpg
34461,alternate route present,./data/final_images/34461.jpg
34462,no alternate route,./data/final_images/34462.jpg
34463,no alternate route,./data/final_images/34463.jpg
34464,doesn t meet flush with road missing tactile warning,./data/final_images/34464.jpg
34465,uneven slanted,./data/final_images/34465.jpg
34466,points into traffic,./data/final_images/34466.jpg
34467,people who have had a wheel chair get hurt no alternate route,./data/final_images/34467.jpg
34468,ends abruptly street has no sidewalks,./data/final_images/34468.jpg
34469,tree,./data/final_images/34469.jpg
34470,pole,./data/final_images/34470.jpg
34471,grass,./data/final_images/34471.jpg
34472,construction sign,./data/final_images/34472.jpg
34473,pole,./data/final_images/34473.jpg
34474,uneven slanted,./data/final_images/34474.jpg
34475,narrow sidewalk,./data/final_images/34475.jpg
34476,narrow sidewalk,./data/final_images/34476.jpg
34477,fire hydrant pole,./data/final_images/34477.jpg
34478,construction,./data/final_images/34478.jpg
34479,construction,./data/final_images/34479.jpg
34480,grass narrow sidewalk,./data/final_images/34480.jpg
34481,narrow sidewalk,./data/final_images/34481.jpg
