,words
410,"bottom,stairs,entrance,palace,poor,lazarus,lies,begging,sores,licked,dogs,several,figures,stairs,right,palace,ornamental,garden,park,gazebo,fountain,peacocks"
411,"portrait,johanna,christina,beelenkamp,wife,engineer,cornelis,outshoorn,standing,half,length,arm,resting,chair"
412,"study,young,woman,smiling,leaning,forward,arms,stone,balustrade,right,bundle,bottle,wine,knotted,cloth"
413,"portrait,alexander,morus,professor,amsterdam,bust,oval,left,part,collection,portraits,dutch,poets"
414,"peasant,wedding,celebrated,inn,table,right,bride,surrounded,men,wall,hangs,tapestry,groom,sits,left,drinks,glass,foreground,old,man,dances,music,musicians,violin,cello,left,standing,man,woman,watch,floor,eggshells,bones,plate,spoon"
415,"monkey,dog,still,life,dead,game,hares,pheasant,goose,chickens,other,fowl,fruits,grapes,pears,melon,ornamental,garden,vase,pigeons,vase,background,rijksdorp,country,residence,wassenaar,owned,jhr,jacob,emmery,baron,van,wassenaar"
416,"portrait,hendrik,waller,age,knee,piece,sitting,white,dress,chair,hands,toy,horse,wheels"
417,"farmhouse,horse,trough,inn,horses,cared,travelers,rest,right,woman,breastfeeding,child,chickens,scratching,foreground,left,dog,sleeping,man"
418,"allegory,tractate,friendship,commerce,high,powers,states,general,united,netherlands,united,states,america,figures,depicting,right,dutch,virgin,sitting,barrel,freedom,hat,lance,left,american,virgin,helmet,feathers,hand,lance,medallions,helmet,cadeucus,virgins,shook,hands,background,man,feather,headdress,bare,torso,emptying,cornucopia,ground,fallen,lie,floor,rolls,virginia,tobacco,coming,house,nieuwe,haven,32a,dordrecht"
419,"portrait,frederick,king,prussia,probably,represented,elector,brandenburg,duke,prussia,bust,slightly,right,part,portrait,miniatures,collection"
420,"river,landscape,ardennes,sunset,figures,horse,resting,bank,rapid"
421,"smeerenburg,spitsbergen,settlement,dutch,whalers,painter,never,been,there,combined,images,stories,knew,mountain,left,probably,jan,mayen,island,beerenberg,next,masts,whalers,seen,tear,cooking,ovens,close,beach,chopped,pieces,whale,bacon,cooked,processed,liquid,tear,left,beach,whale,carcass,flanged,right,barracks,men"
422,"beheading,john,baptist,executioner,just,cut,preachers,head,presents,salome,plate,foreground,body,bent,hands,tied,back"
423,"portrait,cornelis,van,ceters,bust,oval,copy,original,third,quarter,sixteenth,century,back,family,coat,arms,inscription,number"
424,"italian,landscape,heavy,rock,formation,trees,pond,travelers,resting,trees,mule,drivers,country,road,left"
425,"generosity,scipio,left,scipio,surrounded,soldiers,reunites,betrothed,right,center,men,women,watch,background,landscape,edge,forest,ancient,ruins,battles,reverse,allegory,nature,naked,man,taught,female,personifications,nature,city,crown,many,breasts,law,tablets,law"
426,"view,courtyard,east,indies,house,amsterdam,men,talking,stairs,front,entrance"
427,"half,length,portrait,man,dressing,gown,sitting,table,drawing,flowers,hand,table,books,ink,set,so,called,portrait,jacob,feitama,jr,merchant,amsterdam,pendant,portrait,wife,susanna,van,collen,sk,a-3220"
428,"still,life,flowers,bouquet,flowers,including,tulips,roses,glass,vase,table,next,vase,watch"
429,"interior,house,woman,sitting,table,cutting,bread,table,book,pewter,jug,glass,bowls,butter,cheese,table,stands,boy,hands,folded,stomach,dog,sits,floor,womans,feet,violin,bow,hangs,back,wall"
430,"mountainous,landscape,figures,road,right,hill,castle,monastery"
431,"adoration,kings,kings,kneels,mary,kiss,christ,child,right,other,kings,members,retinue,left,joseph,watching"
432,"writer,cuts,pen,interior,sits,table,window,table,mirror,face,man,seen,ink,set,table,right,coat,chair"
433,"italian,landscape,road,cart,drawn,oxen,way,shepherd,cattle"
434,"portrait,eva,visscher,wife,painter,michiel,van,musscher,seated,half,length,window,formed,drapery,basement,left,minerva,lance,right,putti,pendant,sk,a-4232"
435,"portrait,girl,presumably,daughter,george,ii,king,england,possibly,anna,hanover,future,wife,prince,william,iv,bust,left,facing,part,portrait,miniatures,collection"
436,"pasture,landscape,descending,left,puddle"
437,"marriage,trap,allegory,marriage,couples,walk,arm,arm,large,trap,safety,net,cupid,sits,middle,bottom,left,putti,including,black,putto,dance,music,satyr,men,women,walk,trap,death,swinging,cleaver,right"
438,"silhouette,portrait,boy,bust,right,part,portrait,miniatures,collection"
439,"cows,study,standing,lying,cows"
440,"portrait,pieter,willemsz,verhoeff,c.,captain,commander,dutch,east,india,company,killed,banda,bust,almost,facing,chest,multiple,gold,chain,medallion,right,background,seascape,ships,top,left,family,coat,arms"
441,"prophet,elisha,mocked,group,children,children,point,laugh,twitch,male,figure,walks,picture,left"
442,"ruth,kneeling,ground,addressed,boas,background,grain,harvested"
443,"seagoing,vessel,sails,inland,waterway,left,botter,foreground,man,rowing,boat,other,side,water,large,farm"
444,"right,side,panel,triptych,inside,portrait,elisabeth,canneel,kneeling,adoration,landscape,family,coat,arms,outside"
445,"portrait,shipowner,gillis,hooftman,wife,margaretha,van,nispen,born,knees,standing,room,front,table,lie,clock,gloves,letter"
446,"john,evangelist,writing,island,patmos,heaven,mary,appears,standing,headed,dragon,john,has,pen,right,hand,open,book,left,angel,holds,inkwell,right,foreground,putti,embracing,other,left,eagle,book"
447,"sitting,girl,cherries,hands"
448,"portrait,matthijs,van,merwede,lord,clootwijck,poet,dordrecht,bust,oval,profile,left,part,collection,portraits,dutch,poets"
449,"portrait,gerard,reynst,d.,governor,general,standing,half,length,right,right,hand,side,shoulder,gold,chain,portrait,medallion,prince,maurits"
450,"polder,landscape,winkel,abcoude,landscape,windmills,foreground,cows,graze,pool,water,left,group,willows,originally,titled,gezigt,peat,polders,vreeland"
451,"contest,apollo,pan,judgment,midas,apollo,plays,violin,next,athena,middle,tmolus,acts,judge,next,door,midas,dog,ears,pan,pan,flute,raises,hand,exultation,satyrs,muses,also,present,spectators"
452,"summer,months,wealthy,residents,istanbul,fled,cramped,city,cool,banks,bosphorus,women,were,part,sultans,harem,grand,vizier,behalf,sometimes,participated,picnics,vanmour,probably,wanted,portray,occasion,hunkiar,iskêléci,well,known,place,bosphorus,where,people,gathered"
453,"adoration,kings,mary,sits,christ,child,lap,capital,front,column,is,part,ancient,ruin,left,kings,servants,dog,mounts,horses,camel,right,joseph,donkey"
454,"portrait,woman,possibly,anne,hyde,first,wife,james,ii,england,bust,left,facing,part,portrait,miniatures,collection"
455,"performance,entitled,airs,graces,interior,dancing,girl,right,mother,watches,left,man,lute"
456,"interior,tsar,peter,house,zaandam,people,left,tiled,fireplace,stove,right,open,door,view,outside"
457,"performance,entitled,gorge,aux,loups,shepherd,herds,flock,sheep,path,dark,trees"
458,"man,shot,glass,formerly,medicine,bottle,man,holds,hat,arm,carries,basket,back"
459,"reclining,lioness,front,steeply,rising,background"
460,"portrait,anna,charlotte,koppelaar,born,wife,engraver,willem,frederik,wehmeyer,bust,oval,left,pendant,sk,a-2861"
461,"still,life,flowers,bouquet,flowers,consisting,roses,poppies,peonies,daffodils,irises,cornflowers,lapwing,flowers,scabiosa,gentian,bluebells,imperial,crown,painters,sorrow,tulips,earthenware,vase,stone,plinth,butterfly,here,there,vase,scene,playing,putti,right,birds,nest,eggs,left,statue,flora,background"
462,"landscape,vicinity,hilversum,meadow,grazing,cow,sheep,goats,tall,trees,right"
463,"portrait,viglius,ab,zuychem,frisian,legal,scholar,chairman,secret,council,member,council,state,bust,left,coat,fur,collar,top,right,family,coat,arms"
464,"winter,landscape,face,snowy,forest"
465,"landscape,hunting,party,prepares,rests,falcon,hunt,couples,servant,hunting,dogs,figures,horseback,others,standing,sitting"
466,"portrait,young,man,half,length,left,right,hand,inserted,waistcoat,looking,viewer,part,portrait,miniatures,collection"
467,"evening,landscape,heerde,farm,trees,light,moon,still,snow,ground,bottom,right"
468,"landscape,figures,foreground,distance,village,fair,foreground,beggar,family,children,horsemen,covered,wagon,passengers,distance,village,square,front,church,where,stalls,fair,set"
469,"portrait,louis,jacques,veltman,actor,bust,left"
470,"portrait,sophia,frederika,mathilda,princess,württemberg,first,wife,william,iii,king,netherlands,bust,left,face,face,head,crown,stars,reply,portrait,historical,collections,foundation,house,orange,nassau,hague"
471,"interior,inn,left,man,pitcher,glass,right,man,lights,pipe,man,plays,violin,right,figures,fireplace"
472,"italian,landscape,figures,meet,bank,river"
473,"partridge,dog,background,landscape,hunter,horseback,dogs"
474,"still,life,corner,wooden,table,overturned,drinking,bowl,rummer,wine,overturned,broken,rummer,tin,plates,knife,olives,corner,peeled,lemon"
475,"holy,family,christ,child,extends,hands,goldfinch,held,elderly,woman,saint,anne"
476,"portrait,william,iv,prince,orange,nassau,child,half,length,eyes,turned,left,part,portrait,miniatures,collection"
477,"portrait,theodorus,schrevelius,rector,latin,school,leiden,bust,oval,left,book,hand,part,collection,portraits,dutch,poets"
478,"study,hussars,horseback,heath"
479,"landscape,ford,edge,forest,riders,ride,water,children,play,ford,coachman,makes,horses,drink,water"
480,"susanna,elders,naked,susanna,spied,bathing,old,men,hiding,bushes"
481,"hunters,house,family,front,house,mother,child,sitting,doorway,young,man,hunting,clothes,chickens,pigeons,walking,stairs,front,house,left,door,more,pigeons,dovecote,left,girl,well,right,dog,chain"
482,"portrait,johannes,franck,half,length,left"
483,"fish,still,life,still,life,different,kinds,fish,fore,cod,displayed,table,left,basket,bobbins,line,fish,bait,line,background,stick,line,fishing,rod"
484,"portrait,margaret,austria,wife,philip,iii,bust,left,pendant,sk"
485,"interior,peasant,woman,peeling,potatoes,sitting,chair,right,view,room"
486,"mary,child,mary,stands,hands,folded,balustrade,christ,child,seated,background,mountainous,landscape,bare,tree,man,road,city"
487,"full,length,portrait,javanese,court,official,man,wearing,javanese,clothing,balinese,kris,back,plain,background,simple,tiled,floor"
488,"donkey,ride,beach,girls,ride,donkeys,beach,walking,boy,accompanies,donkeys"
489,"painter,model,interior,painters,studio,where,painter,sitting,easel,works,painting,naked,young,woman,model,stands,knee,leaning,chair,clothes,piled,floor,grinning,man,hat,looks,artists,shoulder,window,left,print,hung,open,hatch,copy,mezzotint,nicolaes,verkolje,arnold,houbraken"
490,"mountain,landscape,waterfall,rocks,tree,trunks,river,flows,valley,mountains,are,castles"
491,"portrait,sara,pottey,wife,johan,van,bochoven,knee,piece,sitting,vine,bunches,grapes,other,fruit,lap,right,statue,fountain,putto,dolphin,points,left,hand,branch,oranges,pendant,sk,a-1654"
492,"portrait,man,possibly,reijnier,pauw,reijnier,pauw,president,supreme,court,knees,standing,turned,slightly,right,table,lies,black,wide,brimmed,hat,gloves,right,hand,left,hand,side,pendant,portrait,clara,alewijn,lost,fire"
493,"portrait,carel,quina,knight,holy,sepulchre,amsterdam,traveler,asia,half,length,sitting,table,atlas,open,map,europe,middle,east,right,hand,compass,left,servant,bowl,fruit,distance,view,st,.,peters,rome,dog,sitting,persian,rug,is,table"
494,"portrait,adriaen,pieter,twent,count,rosenburg,minister,water,management,minister,interior,chamberlain,king,louis,napoleon,half,length,left,chest,decorations,order,union,order,sicilies,top,right,coat,arms,twent,count,rosenburg"
495,"portrait,young,man,van,alphen,family,probably,simon,van,alphen,kneepad,standing,leaning,tree,gesturing,left,hand,right,hand,side,background,landscape,waterfall"
496,"pleasure,garden,country,house,garden,where,elegant,company,enjoy,meal,music,garden,sitting,grass,foreground,lovers,right,couple,board,small,boat,pleasure,trip,presumably,lid,keyboard,garden,fountain,fence,peacock"
497,"apricots,stone,plinth,front,dark,background"
498,"view,window,kitchen,lamplight,kitchen,maid,fills,kettle,water,tap,has,oil,lamp,right,hand,background,standing,woman,child,arm,candle"
499,"loeil,white,marble,sculpture,brown,marbled,niche,niches,scenes,also,rendered,trompe,loeil,grisaille,black,ground,bacchante,dog,bowl,grapes,foot,rests,basket,coins,bacchante,rests,tree,trunk,niche,decorated,ivy,branch,frieze,represents,musical,arts,dance,music,left,amphora,ground"
500,"christ,woman,canaan,kneeling,woman,begs,christ,midst,disciples,heal,daughter,possessed,devil,right,disciple,large,book,arm,left,children,eating,bread,foreground,playing,dogs,left,background,man,wheeled,wheelbarrow,background,classical,buildings,ruins"
501,"still,life,pears,medlars,piece,pomegranate,nuts,tall,glass,displayed,corner,table,decorated,carved,figure,naked,woman"
502,"arcadian,landscape,source,nymph,spies,hermaphroditus,bathing,right,hill,ruin,top"
503,"seascape,sailing,ships,entitled,pioneers,made,entrance,agricultural,exhibition"
504,"portrait,hendrik,casimir,ii,prince,nassau,dietz,bust,head,right,armor,original,lancelot,volders,pendant,sk,a-4313,part,portrait,miniatures,collection"
505,"portrait,john,younger,count,nassau,siegen,bust,right,armour,part,series,portraits,honselaarsdijk,house"
506,"forest,landscape,shepherds,hut,tall,trees,bank,stream,waters,edge,shepherdess,animals,pendant,sk,a-2364"
507,"recovery,english,admiralship,royal,charles,captured,voyage,chatham,june,ship,lies,offshore,foreground,sloop,distance,right,warship,admiralty,maze,entrance,harbor,hellevoetsluis,seen,distance,left,lower,left,corner,piece,paper,inscription,painted,describing,history,ship,painting,dedicated,cornelis,witt,undertook,tour,chatham,together,ruyter"
508,"italian,port,left,sea,right,large,round,tower,city,wall,group,men,rest,play,dice,ground,front,tower,covered,wagon,loaded,right,left,woman,breastfeeding,child"
509,"cherry,seller,door,woman,sits,door,shows,daughter,cherries,woman,offers,sale,door,right,cat,blows,dog,windowsill,window,suitcase,rifle,other,items,belonging,hunter"
510,"still,life,oysters,peaches,grapes,façon,venise,wine,glass,watch,table,center,gilt,silver,cup,screw,rummer"
511,"farmers,homestead,meadow,front,house,gentleman,lady,farmer,wife,painter,drawing,also,men,lying,grass,left,right,people,working,field,cows,milked,left,background,carriage,driving,road"
512,"landscape,grazing,cows,swampy,meadow"
513,"madonna,dell,umiltà,madonna,humility,mary,christ,child,standing,lap,sitting,ground,flower,garden,holding,flower,right,hand,marias,cloak,embroidered,monogram,ihs"
514,"waterfall,mountainous,landscape,background,castle,mountain,tree,stumps,rocks,front,left"
515,"painter,working,studio,portrait,standing,woman,painter,sits,easel,other,men,watch,dog,left"
516,"allegorizing,portrait,group,children,diederic,pietersz,van,leyden,van,leeuwen,mayor,leiden,alida,paets,portrayed,garden,classical,temple,age,right,foreground,gourds,pumpkins,melons,growing"
517,"ambassador,cornelis,calkoen,passes,second,courtyard,palace,where,meal,janissaries,takes,place,way,audience,sultan,ahmed,iii,september,front,procession,officials,high,headgear,silver,bars,followed,interpreters,ambassador,entourage,background,janissaries,throw,dishes,rice,part,series,paintings,turkish,subjects,brought,turkey,netherlands,ambassador,cornelis,calkoen,bequeathed,cousin,nicolaas,management,board,levantsche,handel,amsterdam"
518,"portrait,johannes,wtenbogaert,remonstrant,minister,hague,bust,right,pendant,sk,a-3876"
519,"portrait,pieter,arnold,diederichs,bookseller,amsterdam,founder,algemeen,handelsblad,publisher,newspaper,almost,full,length,sitting,chair,long,coat,lined,fur,right,table,bookcase,right,hand,episode,algemeen,handelsblad,newspaper"
520,"horse,market,maliebaan,hague,left,traders,talk,other,right,servant,makes,horse,trot,bit,background,open,field,white,tents"
521,"portrait,jacoba,van,beieren,countess,holland,zeeland,bust,right,carnation,hand,nineteenth,century,copy,original,ca"
522,"young,bull,standing,meadow,front,fence"
523,"landscape,story,daughter,jephthah,mountain,landscape,city,valley,left,city,gate,where,jephthahs,daughter,plays,tambourine,greet,father,background,vast,landscape,large,church,more,buildings,edge,bay"
524,"view,abbey,leeuwenhorst,noordwijk,rhineland,estate,abbey,woods,surrounded,wall,foreground,driveway,monastery,figures,wagon,meadows,left,right,right,gate,mill"
525,"menagerie,kinds,birds,corner,balustrade,ornamental,vase,birds,cockatoos,parrots,parakeets,right,monkeys,oriental,carpet,draped,balustrade,right,tree,background"
526,"country,house,located,road,several,figures,front,door,back,house,woman,feeds,chickens"
527,"portrait,van,overbeke,traveler,poet,bust,oval,facing,face,made,unknown,example,part,collection,portraits,dutch,poets"
528,"portrait,young,man,standing,half,length,leaning,right,hand,balustrade,right,window,landscape"
529,"portrait,theodorus,dirck,graswinckel,lawyer,literary,scholar,bust,oval,left,part,collection,portraits,dutch,poets"
530,"landscape,upcoming,rain,shower,foreground,high,riverbank,shepherd,shepherdess,sheep,left,river,cuts,hilly,landscape,castle,distance"
531,"noli,tangere,meeting,christ,mary,magdalene,mary,magdalene,ointment,jar,kneels,christ,guise,gardener,christ,cucumber,plant"
532,"silhouette,portrait,surinamese,woman,bust,right,prominent,bosom,top,hat,bows,part,portrait,miniatures,collection"
533,"chicken,merchant,old,man,sits,chicken,lap,right,young,woman,coins,hand,left,man,dog,large,copper,milk,basket,bucket,yoke,right,basket,pears"
534,"vertumnus,pomona,vertumnus,pomona,talking,other,garden,old,woman,speaks,makes,hand,gestures,young,woman,sits,listening,wheelbarrow,sickle,hand,right,garden,tools,watering,rake,spade"
535,"dilapidated,farm,man,feeding,chickens,hanging,bottom,door,left,boy,tends,pigs,right,man,farm,foreground,loose,bricks,pieces,wall"
536,"afternoon,nap,old,woman,sleeping,sitting,armchair,next,étagère,table"
537,"portrait,johan,wittert,van,der,aa,sitting,table,hat,rests,column,decorated,dancing,putti"
538,"warrior,drawn,sword,nude,cloak,arm,seen,front"
539,"group,grazing,cows,meadow,left,ditch"
540,"fishermans,boy,half,length,hands,coat,copy,original,antwerp"
541,"river,landscape,view,ship,bridge,ijssel,doesburg,bridge,jetty,rowing,boats,right,front,man,rowing,boat"
542,"portrait,old,woman,wearing,white,hat"
543,"portrait,child,presumably,prince,balthasar,carlos,son,spanish,king,philip,iv,about,age,bust,facing"
544,"farmer,wife,child,front,farm,man,has,spade,hand,points,right,woman,sits,child,lap,next,pile,large,pitchers,copper,pans,kettles,barrel,filled,vegetables,coal,carrots,artichokes,wheelbarrow,right"
545,"interior,saint,bavo,church,haarlem,right,small,organ,pulpit"
546,"ducks,chicks,grass,waters,edge"
547,"entombment,mary,puts,arms,body,christ,tomb,holy,women,mourn,right,disciples,probably,originally,part,altarpiece,see,also,sk,a-3392"
548,"birds,balustrade,hoopoe,parrots,hen,chicks,trees,background"
549,"glorification,cornelis,witt,journey,chatham,june,background,left,cornucopia,symbols,countrys,prosperity,wealth,air,fame,trumpets,putti,laurel,wreath,witt,presented,armor,command,staff,sign,position,plenipotentiary,states,general,fleet"
550,"central,panel,triptych,depicting,adoration,magi,mary,joseph,christ,child,left,kneeling,king,retinue,camels,central,panel,together,side,panel,sk,a-1909,part,triptych,depicting,adoration,magi"
551,"landscape,woman,child,dog,cloth,executed,yellow,wax,black,lacquered,panel,damaged,panel,badly,torn,separate,glass,cover"
552,"hilly,landscape,horseman,riding,country,road,beggar,outstretched,arm,distance,trees,ridge"
553,"flowers,fruits,drawing,attributes"
554,"landscape,right,ruin,deer,doe,drink,drinking,trough,cows,left,group,donkeys,more,back,middle,goats,reclining,shepherds"
555,"reception,french,ambassador,henri,charles,arnauld,de,pomponne,venice,arrival,takes,place,molo,quay,front,doges,palace,palace,part,piazetta,distance,grand,canal"
556,"saint,mary,magdalene,standing,ointment,jar,right,hand"
557,"family,portrait,merchant,middelburg,antwerp,wife,isabeau,de,gerbier,children,son,law,allard,de,dale,first,grandchild,family,stands,half,length,richly,laid,table,plates,bowls,bread,olives,fruit,pie,roast,poultry,front,left,boy,toy,windmill,right,girl,playing,virginal"
558,"portrait,hendrik,count,nassau,bust,neck,mountain,profile,left,part,series,portraits,stadhouderlijk,hof,leeuwarden"
559,"portrait,unknown,count,officer,presumably,jan,elder,count,nassau,bust,armor,left,part,series,portraits,stadhouderlijk,hof,leeuwarden"
560,"meeting,david,abigail,abigail,kneels,david,offers,food,drink,davids,soldiers,other,spectators,right,man,leaning,donkey,woman,camel,left,soldiers,painter,painted,self,portrait,copy,painting,attributed,maerten,vos,frans,pourbus"
561,"landscape,shepherd,having,chat,milkmaids,cows,sheep,lie,bank,lake,right,fence,milk,cans,buckets,left,men,fishing,rods,rowing,boat,tall,trees,background,painting,also,known,testament,van,strij"
562,"saint,martins,fair,mob,fights,crowds,barrel,wine,right,saint,martin,shares,cloak,beggars,foreground,pilgrim"
563,"portrait,pieter,pietersz,heijn,standing,full,length,walking,stick,right,hand,table,left,helmet,other,pieces,armor,right,balustrade,background"
564,"church,interior,man,boy,walking,aisle"
565,"tower,gorkum,protruding,right,houses"
566,"portrait,frederika,sophia,wilhelmina,wilhelmina,princess,prussia,medallion,accompanied,allusions,wedding,berlin,october,william,v,prince,orange,nassau,portrait,carried,angel,putti,burning,torch,flower,wreath,family,coat,arms,crowned,turtle,doves"
567,"portrait,old,lady,possibly,elisabeth,jacobsdr,bas,widow,jochem,hendricksz,swartenhont,knee,pad,sitting,armchair,handkerchief,hand,left,table,book"
568,"disturbed,prayer,young,woman,disturbed,praying,church,open,book"
569,"company,making,music,music,lesson,interior,standing,woman,gestures,man,violin,arm,points,bow,music,book,lectern,right,seated,woman,guitar,lap,right,guitar,case,music,paper,floor,right,view,rooms,behind,door,painting,apollo,lyre,pendant,sk,a-4936,drawing,lesson"
570,"bathing,girls,landscape,group,bathing,women,drying,bank,just,coming,water,pendant,a-310"
571,"brazilian,landscape,village,located,river,foreground,europeans,brazilians,house"
572,"portrait,wilhelmina,carolina,princess,orange,nassau,daughter,prince,william,iv,bust,slightly,right,facing,back,small,monument,letter,c.,part,collection,portrait,miniatures"
573,"portrait,sultan,mother,standing,full,length,right,head,black,eunuch,harem"
574,"gallant,company,landscape,enjoys,making,music,making,love,left,woman,guitar,woman,music,book,right,girl,playing,dog"
575,"portrait,young,woman,possibly,marguerite,valois,daughter,henry,ii,masquerade,dress,hip,piece,standing,balustrade,mask,left,hand,background,garden,part,portrait,miniatures,collection"
576,"portrait,unknown,man,perhaps,preacher,sitting,half,length,hands,folded,stomach"
577,"months,signs,zodiac,november,sign,sagittarius,part,group,grotesque,decorations,ja,brentanos,house,herengracht,probably,made,designs,giambattista,maderna"
578,"oxen,farm,few,pigeons,scratching,foreground"
579,"drummer,seated,north,african,woman,plays,drum,standing,chair,picture,wall"
580,"portrait,job,seaburne,rear,admiral,bust,oval,left,background,shipyard,pendant,sk,a-2424"
581,"flight,egypt,holy,family,transferred,river,boat,angel,putto,helps,push,boat,shore,cherubim,air,donkey,also,boat"
582,"painting,colors,silk,depicting,cock,blomhoff,family,staff,left,chair,jan,cock,blomhoff,chief,trading,post,deshima,standing,next,settee,petronella,munts,sitting,sofa,titia,cock,blomhoff,bergsma,wife,jan,cock,blomhoff,son,standing,right,javanese,servants,maraty,sitting,unknown,boy,standing"
583,"portrait,cornelia,van,schuylenburgh,wife,diederik,van,bleyswijk,oval,portrait,standing,half,length,balustrade,garden,vase,stands,trees,background,pendant,sk,a-3859"
584,"portrait,willem,jacob,verkouteren,uniform,dhonneur,delft,bust,right,facing,viewer,part,portrait,miniatures,collection"
585,"prince,frederik,hendrik,siege,s,hertogenbosch,left,foreground,prince,horseback,officers,center,plan,view,camp,princes,army,dancing,drinking,gambling,fighting,soldiers,distance,perspective,city,fortifications,ramparts"
586,"self,portrait,vincent,van,gogh,bust,brown,coat,gray,hat"
587,"performance,entitled,palms,old,ladies,sit,table,admire,palm,plant,table"
588,"baker,blowing,horn,man,hangs,lower,door,blows,horn,left,door,basket,vines"
589,"still,life,group,dead,birds,lying,stone,plinth"
590,"madonna,lily,seated,mary,lily,right,hand,left,arm,legs,christ,child,standing,lap"
591,"small,self,portrait,moses,ter,borch,known,portrait,jan,fabus"
592,"card,players,group,men,sitting,barrel,playing,cards,attention,distracted,fight,man,left,robbed,boy,dog,sleeping,floor"
593,"venus,mars,seated,couch,mars,disarmed,cupid,left,maidservants,holding,plate,food,other,holding,curtain,bottom,left,child,glass,wine,background,ruins,forge,vulcan"
594,"portrait,man,knee,piece,standing,black,hat,head,gloves,right,hand,left,hand,holds,cloak,closed,front,chest,greyhound,left"
595,"houses,canal,crooswijk,left,canal,few,houses,trees,barge,sailing,water"
596,"portrait,constantijn,huygens,lord,zuylichem,secretary,stadtholder,prince,frederik,hendrik,poet,half,length,sitting,chair,left,hands,folded,lap"
597,"poet,orpheus,feast,animals,crowned,laurel,wreath,monkeys,great,multitude,animals,front,right,group,animals,dancing,left,bear,playing,bagpipes,other,animals,playing,flutes,also,deer,horse,leopard,ibex,lion,dog,deer,wild,boar,fox,cat,mouse,rat,frog,ox,camel,cassowary,ostrich,bat,rabbit,owl,grasshopper,heron,eagle,falcon,bird,paradise,snake,armadillo,parrot,other,animals"
598,"loving,couple,caressing,naked,man,woman,sitting,tree"
599,"refugee,girl,rests,sitting,tree,trunk,landscape,front,orchard,next,luggage"
600,"battle,ixelles,sound,dutch,swedish,fleets,november,warships,several,sloops,wrecks,sunken,ships,kronborg,castle,background"
601,"venus,amor,venus,sits,naked,rug,floor,holds,burning,heart,left,hand,puts,right,arm,shoulders,amor,about,shoot,arrow,bottom,left,mating,pigeons,carpet,are,flowers"
602,"portrait,harmen,van,de,poll,son,jan,van,poll,standing,chair,copy,portrait,militiamens,meal,sk,c-395"
603,"landscape,hunters,foreground,group,trees,distance,city,located,foot,mountain,range"
604,"interior,great,hall,binnenhof,hague,great,meeting,states,general,flags,banners,captured,enemy,hang,ceiling,metal,flap,attached,painting,when,open,representation,great,assembly,visible,foreground,table,books,hourglass,inkwell,table,cloth,saying,concordia,res,parvae,crescunt,when,flap,is,closed,part,room,shielded,wall,paintings,shown"
605,"portrait,man,bust,right,part,portrait,miniatures,collection"
606,"rokin,amsterdam,study,horse,tram,houses,background"
607,"central,panel,john,baptist,admonishes,pharisees,including,disciples,christ,left,background,johannes,baptizing,jordaan,part,triptych,scenes,life,john,baptist,altarpiece,made,benedictine,monastery,groot,bijgaarden,brussels,integrated,list"
608,"drawing,lesson,old,man,teaches,boy,how,draw,plaster,models,candlelight,sculptures"
609,slaughterhouse
610,"farmers,fair,village,square,stage,middle,performance,farce,cluyte,van,plaeyerwater,furthermore,scenes,eating,drinking,dancing,making,love,cooking,making,music,fighting,left,procession,statue,saint,inn,market,stalls,group,shooters,front,church"
611,"anglo,dutch,fleet,admiral,lord,exmouth,vice,admiral,jonkheer,theodorus,frederik,van,capellen,puts,algerian,fortifications,action,august"
612,"mountain,landscape,egypt,foreground,horsemen"
613,"ambassador,cornelis,calkoen,audience,sultan,ahmed,iii,september,far,left,grand,vizier,addresses,ambassador,sultan,sitting,throne,left,right,ambassador,retinue,turkish,officials,part,series,paintings,turkish,subjects,brought,turkey,netherlands,ambassador,cornelis,calkoen,bequeathed,cousin,nicolaas,management,board,levantsche,handel,amsterdam"
614,"capture,english,admiralship,royal,prince,june,days,battle,june,episode,second,anglo,dutch,war,dutch,sailors,board,english,ship,few,sloops,left,warships,dutch,fleet,pendant,sk,a-439"
615,"water,feature,statues,buildings,park,foreground,sphinxes,fountains,middle,pond,statue,neptune,chariot,drawn,white,horses"
616,"portrait,cornelis,backer,council,aldermen,colonel,citizenry,amsterdam,seated,half,length,leaning,right,arm,table,sword,left,hand"
617,"portrait,young,woman,children,right,are,boys,woman,holding,swaddled,child,right,arm"
618,"hunting,companions,hunting,dogs,chair,hunting,rifle,field,bag,standing"
619,"portrait,michiel,adriaenszoon,ruyter,half,figure,standing,front,open,curtain,is,vague,seascape,right,sitter,wears,french,order,st,.,michael,has,command,staff,right,hand,globe"
620,"portrait,otto,brahe,captain,company,danes,distribution,zeeland,entered,brandenburgs,service,standing,half,length,right,hand,side,left,hand,hilt,epee"
621,"portrait,maria,mancini,duchess,bouillon,half,length,face"
622,"portrait,willem,bilderdijk,poet,historian,half,length,sitting,table,leans,right,elbow,left,hand,side,books,including,homeri,opera,papers,table,back,wall,bookcase,curtain,partly,front"
623,"view,beach,night,middle,shell,fisherman,horse,carriage"
624,"portrait,jeremias,van,riemsdijk,governor,general,hip,piece,standing,left,command,staff,right,hand,left,hand,side,top,right,family,coat,arms,part,series,portraits,governors,general,former,dutch,east,indies"
625,"portrait,young,distinguished,woman,probably,maria,schuurman,knee,piece,standing,table,rests,right,hand,handkerchief,chain,pendant,waist"
